,date,target,insult,tweet
3391,12/26/2017,the-individual-mandate,very unfair and unpopular,"Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut Bill, which essentially Repeals (over time) ObamaCare, the Democrats & Republicans will eventually come together and develop a great new HealthCare plan!"
3392,12/26/2017,hillary-clinton,Crooked Hillary,"WOW, @foxandfrlends ‘Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED.’ And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign!"
3393,12/28/2017,anna-wintour,begging for forgiveness!,"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit they took at Crooked H. Anna Wintour, who was all set to be Amb to Court of St James’s & a big fundraiser for CH, is beside herself in grief & begging for forgiveness!"
3394,12/28/2017,vanity-fair,looks like it is on its last legs,"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit they took at Crooked H. Anna Wintour, who was all set to be Amb to Court of St James’s & a big fundraiser for CH, is beside herself in grief & begging for forgiveness!"
3395,12/28/2017,china,Caught RED HANDED,Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!
3396,12/28/2017,hillary-clinton,Crooked H.,"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit they took at Crooked H. Anna Wintour, who was all set to be Amb to Court of St James’s & a big fundraiser for CH, is beside herself in grief & begging for forgiveness!"
3397,12/29/2017,immigration-lottery-system,ridiculous,"The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL at the Southern Border and an END to the horrible Chain Migration & ridiculous Lottery System of Immigration etc. We must protect our Country at all cost!"
3398,12/29/2017,chain-migration,horrible,"The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL at the Southern Border and an END to the horrible Chain Migration & ridiculous Lottery System of Immigration etc. We must protect our Country at all cost!"
3399,12/29/2017,usps,"losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages","Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!"
3400,12/29/2017,usps,making Amazon richer and the Post Office dumber and poorer,"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!"
3401,12/29/2017,usps,Should be charging MUCH MORE!,"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!"
3402,12/29/2017,trump-russia,hoax!,"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage & Russia hoax!"
3403,12/29/2017,the-media,Fake News,"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage & Russia hoax!"
3404,12/29/2017,the-media,loves to talk about my so-called low approval rating,"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage & Russia hoax!"
3405,12/29/2017,the-media,massive negative Trump coverage,"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage & Russia hoax!"
3406,12/30/2017,the-media,VERY dishonest,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair ‘press,’ now often referred to as Fake News Media. Phony and non-existent ‘sources’ are being used more often than ever. Many stories & reports a pure fiction!"
3407,12/30/2017,the-media,unfair,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair ‘press,’ now often referred to as Fake News Media. Phony and non-existent ‘sources’ are being used more often than ever. Many stories & reports a pure fiction!"
3408,12/30/2017,the-media,Fake News Media,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair ‘press,’ now often referred to as Fake News Media. Phony and non-existent ‘sources’ are being used more often than ever. Many stories & reports a pure fiction!"
3409,12/30/2017,the-media,Phony and non-existent ‘sources’ are being used more often than ever,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair ‘press,’ now often referred to as Fake News Media. Phony and non-existent ‘sources’ are being used more often than ever. Many stories & reports a pure fiction!"
3410,12/30/2017,the-media,Many stories & reports a pure fiction!,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair ‘press,’ now often referred to as Fake News Media. Phony and non-existent ‘sources’ are being used more often than ever. Many stories & reports a pure fiction!"
3411,12/31/2017,hillary-clinton,Crooked,"If the Dems (Crooked Hillary) got elected, your stocks would be down 50% from values on Election Day. Now they have a great future - and just beginning! https://t.co/9TzSC8F8vY"
3412,12/31/2017,democrats,"If the Dems (Crooked Hillary) got elected, your stocks would be down 50%","If the Dems (Crooked Hillary) got elected, your stocks would be down 50% from values on Election Day. Now they have a great future - and just beginning! https://t.co/9TzSC8F8vY"
3413,12/31/2017,democrats,their policies will totally kill the great wealth created during the months since the Election,"Why would smart voters want to put Democrats in Congress in 2018 Election when their policies will totally kill the great wealth created during the months since the Election. People are much better off now not to mention ISIS, VA, Judges, Strong Border, 2nd A, Tax Cuts & more?"
3414,12/31/2017,the-media,very dishonest,"As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, and even the very dishonest Fake News Media, a Happy and Healthy New Year. 2018 will be a great year for America!"
3415,12/31/2017,the-media,Fake News,"As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, and even the very dishonest Fake News Media, a Happy and Healthy New Year. 2018 will be a great year for America!"
3416,12/31/2017,iran,Not good!,"Iran, the Number One State of Sponsored Terror with numerous violations of Human Rights occurring on an hourly basis, has now closed down the Internet so that peaceful demonstrators cannot communicate. Not good!"
3417,1/1/2018,united-states,has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years,"The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years, and they have given us nothing but lies & deceit, thinking of our leaders as fools. They give safe haven to the terrorists we hunt in Afghanistan, with little help. No more!"
3418,1/2/2018,palestine,we pay the Palestinians HUNDRED OF MILLIONS OF DOLLARS a year and get no appreciation or respect,"It's not only Pakistan that we pay billions of dollars to for nothing, but also many other countries, and others. As an example, we pay the Palestinians HUNDRED OF MILLIONS OF DOLLARS a year and get no appreciation or respect. They don’t even want to negotiate a long overdue..."
3419,1/2/2018,pakistan,we pay billions of dollars to for nothing,"It's not only Pakistan that we pay billions of dollars to for nothing, but also many other countries, and others. As an example, we pay the Palestinians HUNDRED OF MILLIONS OF DOLLARS a year and get no appreciation or respect. They don’t even want to negotiate a long overdue..."
